Taxid	Name	Taxid2	Length	tax_id	parent_id	rank	tax_name	root	below_root	superkingdom	below_superkingdom	below_below_superkingdom	below_below_below_superkingdom	below_below_below_below_superkingdom	below_below_below_below_below_superkingdom	below_below_below_below_below_below_superkingdom	kingdom	subkingdom	superphylum	phylum	below_phylum	below_below_phylum	subphylum	below_subphylum	below_below_subphylum	class	below_class	below_below_class	subclass	order	below_order	below_below_order	suborder	family	below_family	below_below_family	below_below_below_family	subfamily	below_subfamily	tribe	genus	below_genus	below_below_genus	subgenus	species_group	species_subgroup	below_species_subgroup	species	below_species	below_below_species	below_below_below_species	subspecies	below_subspecies	below_below_subspecies	below_below_below_subspecies	varietas	below_varietas
557289	"Burkholderia_phage_KS10"	557289	37635	557289	196896	species	Burkholderia_phage_KS10	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10662	196896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	557289	NA	NA	NA	NA	NA	NA	NA	NA	NA
557393	"Erwinia_phage_phiEa21-4"	557393	84576	557393	1198140	species	Erwinia_phage_phiEa21-4	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10662	NA	NA	NA	NA	NA	NA	1198140	NA	NA	NA	NA	NA	NA	557393	NA	NA	NA	NA	NA	NA	NA	NA	NA
557433	"Lactobacillus_reuteri_JCM_1112"	557433	2039414	557433	1598	below_species	Lactobacillus_reuteri_JCM_1112	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	33958	NA	NA	NA	NA	NA	NA	1578	NA	NA	NA	NA	NA	NA	1598	557433	NA	NA	NA	NA	NA	NA	NA	NA
557436	"Lactobacillus_reuteri_DSM_20016"	557436	1999618	557436	1598	below_species	Lactobacillus_reuteri_DSM_20016	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	33958	NA	NA	NA	NA	NA	NA	1578	NA	NA	NA	NA	NA	NA	1598	557436	NA	NA	NA	NA	NA	NA	NA	NA
557598	"Laribacter_hongkongensis_HLHK9"	557598	3169329	557598	168471	below_species	Laribacter_hongkongensis_HLHK9	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28216	NA	NA	NA	206351	NA	NA	NA	1499392	NA	NA	NA	NA	NA	NA	168470	NA	NA	NA	NA	NA	NA	168471	557598	NA	NA	NA	NA	NA	NA	NA	NA
557599	"Mycobacterium_kansasii_ATCC_12478"	557599	6577228	557599	1768	below_species	Mycobacterium_kansasii_ATCC_12478	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	NA	NA	NA	1768	557599	NA	NA	NA	NA	NA	NA	NA	NA
557600	"Acinetobacter_baumannii_AB307-0294"	557600	3760981	557600	470	below_species	Acinetobacter_baumannii_AB307-0294	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	72274	NA	NA	NA	468	NA	NA	NA	NA	NA	NA	469	NA	NA	NA	909768	NA	NA	470	557600	NA	NA	NA	NA	NA	NA	NA	NA
557722	"Pseudomonas_aeruginosa_LESB58"	557722	6601757	557722	287	below_species	Pseudomonas_aeruginosa_LESB58	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	72274	NA	NA	NA	135621	NA	NA	NA	NA	NA	NA	286	NA	NA	NA	136841	NA	NA	287	557722	NA	NA	NA	NA	NA	NA	NA	NA
557723	"Haemophilus_parasuis_SH0165"	557723	2269156	557723	738	below_species	Haemophilus_parasuis_SH0165	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135625	NA	NA	NA	712	NA	NA	NA	NA	NA	NA	724	NA	NA	NA	NA	NA	NA	738	557723	NA	NA	NA	NA	NA	NA	NA	NA
557760	"Rhodobacter_sphaeroides_KD131"	557760	4711139	557760	1063	below_species	Rhodobacter_sphaeroides_KD131	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	204455	NA	NA	NA	31989	NA	NA	NA	NA	NA	NA	1060	NA	NA	NA	NA	NA	NA	1063	557760	NA	NA	NA	NA	NA	NA	NA	NA
559170	"Helicoverpa_armigera_multiple_nucleopolyhedrovirus"	559170	154196	559170	328432	species	Helicoverpa_armigera_multiple_nucleopolyhedrovirus	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	328432	NA	NA	NA	NA	NA	559170	NA	NA	NA	NA	NA	NA	NA	NA	NA
559189	"Clostridium_phage_phiCD27"	559189	50930	559189	1198989	species	Clostridium_phage_phiCD27	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10662	NA	NA	NA	NA	NA	NA	1198989	NA	NA	NA	NA	NA	NA	559189	NA	NA	NA	NA	NA	NA	NA	NA	NA
559292	"Saccharomyces_cerevisiae_S288c"	559292	12157105	559292	4932	below_species	Saccharomyces_cerevisiae_S288c	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	451864	NA	4890	716545	NA	147537	NA	NA	4891	NA	NA	NA	4892	NA	NA	NA	4893	NA	NA	NA	NA	NA	NA	4930	NA	NA	NA	NA	NA	NA	4932	559292	NA	NA	NA	NA	NA	NA	NA	NA
559295	"Lachancea_thermotolerans_CBS_6340"	559295	10392862	559295	381046	below_species	Lachancea_thermotolerans_CBS_6340	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	451864	NA	4890	716545	NA	147537	NA	NA	4891	NA	NA	NA	4892	NA	NA	NA	4893	NA	NA	NA	NA	NA	NA	300275	NA	NA	NA	NA	NA	NA	381046	559295	NA	NA	NA	NA	NA	NA	NA	NA
559307	"Zygosaccharomyces_rouxii_CBS_732"	559307	9764635	559307	4956	below_species	Zygosaccharomyces_rouxii_CBS_732	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	451864	NA	4890	716545	NA	147537	NA	NA	4891	NA	NA	NA	4892	NA	NA	NA	4893	NA	NA	NA	NA	NA	NA	4953	NA	NA	NA	NA	NA	NA	4956	559307	NA	NA	NA	NA	NA	NA	NA	NA
559878	"Clerodendrum_golden_mosaic_China_virus"	559878	5515	559878	291027	species	Clerodendrum_golden_mosaic_China_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	291027	NA	NA	NA	NA	NA	559878	NA	NA	NA	NA	NA	NA	NA	NA	NA
560178	"Listeria_phage_P40"	560178	35638	560178	196894	species	Listeria_phage_P40	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	560178	NA	NA	NA	NA	NA	NA	NA	NA	NA
561229	"Dickeya_zeae_Ech1591"	561229	4813854	561229	204042	below_species	Dickeya_zeae_Ech1591	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	204037	NA	NA	NA	NA	NA	NA	204042	561229	NA	NA	NA	NA	NA	NA	NA	NA
561230	"Pectobacterium_carotovorum_subsp._carotovorum_PC1"	561230	4862913	561230	555	below_subspecies	Pectobacterium_carotovorum_subsp._carotovorum_PC1	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	122277	NA	NA	NA	NA	NA	NA	554	NA	NA	NA	555	561230	NA	NA	NA	NA
561231	"Pectobacterium_wasabiae_WPP163"	561231	5063892	561231	55208	below_species	Pectobacterium_wasabiae_WPP163	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	122277	NA	NA	NA	NA	NA	NA	55208	561231	NA	NA	NA	NA	NA	NA	NA	NA
561275	"Mycobacterium_bovis_BCG_str._Tokyo_172"	561275	4371711	561275	33892	below_below_species	Mycobacterium_bovis_BCG_str._Tokyo_172	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	77643	NA	NA	1765	33892	561275	NA	NA	NA	NA	NA	NA	NA
561276	"Streptococcus_pneumoniae_ATCC_700669"	561276	2221315	561276	1313	below_species	Streptococcus_pneumoniae_ATCC_700669	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1313	561276	NA	NA	NA	NA	NA	NA	NA	NA
561304	"Mycobacterium_leprae_Br4923"	561304	3268071	561304	1769	below_species	Mycobacterium_leprae_Br4923	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	NA	NA	NA	1769	561304	NA	NA	NA	NA	NA	NA	NA	NA
561501	"Buchnera_aphidicola_str._Tuc7_(Acyrthosiphon_pisum)"	561501	641895	561501	118099	below_below_species	Buchnera_aphidicola_str._Tuc7_(Acyrthosiphon_pisum)	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	32199	NA	NA	NA	NA	NA	NA	9	118099	561501	NA	NA	NA	NA	NA	NA	NA
561996	"Mycobacterium_phage_Brujita"	561996	47057	561996	1623282	species	Mycobacterium_phage_Brujita	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623282	NA	NA	NA	NA	NA	NA	561996	NA	NA	NA	NA	NA	NA	NA	NA	NA
561997	"Mycobacterium_phage_Butterscotch"	561997	64562	561997	196894	species	Mycobacterium_phage_Butterscotch	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	561997	NA	NA	NA	NA	NA	NA	NA	NA	NA
561998	"Mycobacterium_phage_Gumball"	561998	64807	561998	196894	species	Mycobacterium_phage_Gumball	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	561998	NA	NA	NA	NA	NA	NA	NA	NA	NA
561999	"Mycobacterium_phage_Troll4"	561999	64618	561999	196894	species	Mycobacterium_phage_Troll4	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	561999	NA	NA	NA	NA	NA	NA	NA	NA	NA
562019	"Rickettsia_peacockii_str._Rustic"	562019	1314898	562019	47589	below_species	Rickettsia_peacockii_str._Rustic	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	766	NA	NA	NA	775	NA	NA	NA	NA	NA	33988	780	NA	NA	NA	114277	NA	NA	47589	562019	NA	NA	NA	NA	NA	NA	NA	NA
562970	"Kyrpidia_tusciae_DSM_2912"	562970	3384766	562970	33943	below_species	Kyrpidia_tusciae_DSM_2912	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186823	NA	NA	NA	NA	NA	NA	1129704	NA	NA	NA	NA	NA	NA	33943	562970	NA	NA	NA	NA	NA	NA	NA	NA
563040	"Sulfurimonas_autotrophica_DSM_16294"	563040	2153198	563040	202747	below_species	Sulfurimonas_autotrophica_DSM_16294	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	202746	NA	NA	NA	NA	NA	NA	202747	563040	NA	NA	NA	NA	NA	NA	NA	NA
563041	"Helicobacter_pylori_G27"	563041	1663013	563041	210	below_species	Helicobacter_pylori_G27	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	210	563041	NA	NA	NA	NA	NA	NA	NA	NA
563119	"Mycobacterium_phage_Fruitloop"	563119	58471	563119	1623281	species	Mycobacterium_phage_Fruitloop	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623281	NA	NA	NA	NA	NA	NA	563119	NA	NA	NA	NA	NA	NA	NA	NA	NA
563121	"Mycobacterium_phage_Konstantine"	563121	68952	563121	1623276	species	Mycobacterium_phage_Konstantine	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623276	NA	NA	NA	NA	NA	NA	563121	NA	NA	NA	NA	NA	NA	NA	NA	NA
563122	"Mycobacterium_phage_Pacc40"	563122	58554	563122	1623281	species	Mycobacterium_phage_Pacc40	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623281	NA	NA	NA	NA	NA	NA	563122	NA	NA	NA	NA	NA	NA	NA	NA	NA
563123	"Mycobacterium_phage_Ramsey"	563123	58578	563123	1623281	species	Mycobacterium_phage_Ramsey	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	1623281	NA	NA	NA	NA	NA	NA	563123	NA	NA	NA	NA	NA	NA	NA	NA	NA
563124	"Mycobacterium_phage_Chah"	563124	68450	563124	701769	species	Mycobacterium_phage_Chah	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	701769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	563124	NA	NA	NA	NA	NA	NA	NA	NA	NA
563174	"Listeria_monocytogenes_L99"	563174	2979198	563174	1639	below_species	Listeria_monocytogenes_L99	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186820	NA	NA	NA	NA	NA	NA	1637	NA	NA	NA	NA	NA	NA	1639	563174	NA	NA	NA	NA	NA	NA	NA	NA
563178	"Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum)"	563178	642122	563178	107806	below_below_below_species	Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum)	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	32199	NA	NA	NA	NA	NA	NA	9	118099	107806	563178	NA	NA	NA	NA	NA	NA
563180	"Jatropha_yellow_mosaic_India_virus"	563180	2757	563180	291027	species	Jatropha_yellow_mosaic_India_virus	1	NA	10239	29258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10811	NA	NA	NA	NA	NA	NA	10814	291027	NA	NA	NA	NA	NA	563180	NA	NA	NA	NA	NA	NA	NA	NA	NA
563769	"Stx2-converting_phage_1717"	563769	62147	563769	335795	species	Stx2-converting_phage_1717	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	NA	NA	NA	NA	NA	NA	186765	335795	NA	NA	NA	NA	NA	563769	NA	NA	NA	NA	NA	NA	NA	NA	NA
563775	"Myotis_polyomavirus_VM-2008"	563775	5081	563775	1221637	below_species	Myotis_polyomavirus_VM-2008	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151341	NA	NA	NA	NA	NA	NA	10624	344005	NA	NA	NA	NA	NA	1221637	563775	NA	NA	NA	NA	NA	NA	NA	NA
564886	"Enterobacteria_phage_YYZ-2008"	564886	54896	564886	12333	species	Enterobacteria_phage_YYZ-2008	1	NA	10239	12333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	564886	NA	NA	NA	NA	NA	NA	NA	NA	NA
565034	"Brachyspira_hyodysenteriae_WA1"	565034	3036634	565034	159	below_species	Brachyspira_hyodysenteriae_WA1	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203691	NA	NA	NA	NA	NA	203692	NA	NA	NA	1643686	NA	NA	NA	143786	NA	NA	NA	NA	NA	NA	29521	NA	NA	NA	NA	NA	NA	159	565034	NA	NA	NA	NA	NA	NA	NA	NA
565040	"Bifidobacterium_longum_subsp._infantis_157F"	565040	2408831	565040	1682	below_subspecies	Bifidobacterium_longum_subsp._infantis_157F	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85004	NA	NA	NA	31953	NA	NA	NA	NA	NA	NA	1678	NA	NA	NA	NA	NA	NA	216816	NA	NA	NA	1682	565040	NA	NA	NA	NA
565042	"Bifidobacterium_longum_subsp._longum_JCM_1217"	565042	2385164	565042	1679	below_subspecies	Bifidobacterium_longum_subsp._longum_JCM_1217	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85004	NA	NA	NA	31953	NA	NA	NA	NA	NA	NA	1678	NA	NA	NA	NA	NA	NA	216816	NA	NA	NA	1679	565042	NA	NA	NA	NA
565050	"Caulobacter_crescentus_NA1000"	565050	4042929	565050	190650	below_below_species	Caulobacter_crescentus_NA1000	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	204458	NA	NA	NA	76892	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA	NA	NA	155892	190650	565050	NA	NA	NA	NA	NA	NA	NA
565140	"Bacillus_phage_TP21-L"	565140	37456	565140	196894	species	Bacillus_phage_TP21-L	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28883	NA	NA	NA	10699	196894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	565140	NA	NA	NA	NA	NA	NA	NA	NA	NA
565537	"Human_papillomavirus_type_108"	565537	7149	565537	1175848	below_species	Human_papillomavirus_type_108	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	325455	NA	NA	NA	NA	NA	NA	1175848	565537	NA	NA	NA	NA	NA	NA	NA	NA
565575	"Ureaplasma_urealyticum_serovar_10_str._ATCC_33699"	565575	874478	565575	95664	below_below_species	Ureaplasma_urealyticum_serovar_10_str._ATCC_33699	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2129	NA	NA	NA	NA	NA	NA	2130	95664	565575	NA	NA	NA	NA	NA	NA	NA
565655	"Enterococcus_casseliflavus_EC20"	565655	3427276	565655	37734	below_species	Enterococcus_casseliflavus_EC20	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	81852	NA	NA	NA	NA	NA	NA	1350	NA	NA	NA	NA	NA	NA	37734	565655	NA	NA	NA	NA	NA	NA	NA	NA
566270	"Spodoptera_litura_nucleopolyhedrovirus_II"	566270	148634	566270	328432	species	Spodoptera_litura_nucleopolyhedrovirus_II	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	328432	NA	NA	NA	NA	NA	566270	NA	NA	NA	NA	NA	NA	NA	NA	NA
566546	"Escherichia_coli_W"	566546	10014211	566546	562	below_species	Escherichia_coli_W	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	561	NA	NA	NA	NA	NA	NA	562	566546	NA	NA	NA	NA	NA	NA	NA	NA
566972	"Helicoverpa_armigera_NPV_NNg1"	566972	132425	566972	51313	below_species	Helicoverpa_armigera_NPV_NNg1	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10442	NA	NA	NA	NA	NA	NA	558016	NA	NA	NA	NA	NA	NA	51313	566972	NA	NA	NA	NA	NA	NA	NA	NA
567106	"Campylobacter_jejuni_subsp._jejuni_IA3902"	567106	1672219	567106	32022	below_subspecies	Campylobacter_jejuni_subsp._jejuni_IA3902	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72294	NA	NA	NA	NA	NA	NA	194	NA	NA	NA	NA	NA	NA	197	NA	NA	NA	32022	567106	NA	NA	NA	NA
568206	"Bacillus_anthracis_str._CDC_684"	568206	5506763	568206	1392	below_species	Bacillus_anthracis_str._CDC_684	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	86661	NA	NA	1392	568206	NA	NA	NA	NA	NA	NA	NA	NA
568703	"Lactobacillus_rhamnosus_GG"	568703	6015162	568703	47715	below_species	Lactobacillus_rhamnosus_GG	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	33958	NA	NA	NA	NA	NA	NA	1578	NA	NA	NA	NA	NA	NA	47715	568703	NA	NA	NA	NA	NA	NA	NA	NA
568704	"Lactobacillus_rhamnosus_Lc_705"	568704	3033106	568704	47715	below_species	Lactobacillus_rhamnosus_Lc_705	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	33958	NA	NA	NA	NA	NA	NA	1578	NA	NA	NA	NA	NA	NA	47715	568704	NA	NA	NA	NA	NA	NA	NA	NA
568706	"Bordetella_pertussis_18323"	568706	4043846	568706	520	below_species	Bordetella_pertussis_18323	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28216	NA	NA	NA	80840	NA	NA	NA	506	NA	NA	NA	NA	NA	NA	517	NA	NA	NA	NA	NA	NA	520	568706	NA	NA	NA	NA	NA	NA	NA	NA
568707	"Bordetella_bronchiseptica_253"	568707	5264383	568707	518	below_species	Bordetella_bronchiseptica_253	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28216	NA	NA	NA	80840	NA	NA	NA	506	NA	NA	NA	NA	NA	NA	517	NA	NA	NA	NA	NA	NA	518	568707	NA	NA	NA	NA	NA	NA	NA	NA
568708	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._D23580"	568708	4879400	568708	90371	below_below_subspecies	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._D23580	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	590	NA	NA	NA	NA	NA	NA	28901	NA	NA	NA	59201	90371	568708	NA	NA	NA
568709	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._DT2"	568709	4814801	568709	90371	below_below_subspecies	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._DT2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	590	NA	NA	NA	NA	NA	NA	28901	NA	NA	NA	59201	90371	568709	NA	NA	NA
568813	"Streptococcus_suis_SC84"	568813	2095898	568813	1307	below_species	Streptococcus_suis_SC84	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1307	568813	NA	NA	NA	NA	NA	NA	NA	NA
568814	"Streptococcus_suis_BM407"	568814	2170808	568814	1307	below_species	Streptococcus_suis_BM407	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1307	568814	NA	NA	NA	NA	NA	NA	NA	NA
568815	"Brucella_microti_CCM_4915"	568815	3337369	568815	444163	below_species	Brucella_microti_CCM_4915	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	356	NA	NA	NA	118882	NA	NA	NA	NA	NA	NA	234	NA	NA	NA	NA	NA	NA	444163	568815	NA	NA	NA	NA	NA	NA	NA	NA
